Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,Algeria,6/27/20,37,3,12
Virginia,US,6/27/20,45,1,0
,Serbia,6/27/20,55,0,1
Wisconsin,US,6/27/20,72,0,1
,Bulgaria,6/27/20,92,2,0
Alberta,Canada,6/27/20,119,0,0
Tianjin,China,6/27/20,137,3,133
Yunnan,China,6/27/20,176,2,172
Texas,US,6/28/20,1,0,0
,North Macedonia,6/28/20,1,0,0
,Latvia,6/28/20,1,0,0
,Armenia,6/28/20,1,0,0
Texas,US,6/28/20,2,0,0
California,US,6/28/20,3,0,1
New Jersey,US,6/28/20,4,0,0
,Peru,6/28/20,6,0,0
Illinois,US,6/28/20,7,0,2
,Costa Rica,6/28/20,9,0,0
,Albania,6/28/20,12,1,0
Tennessee,US,6/28/20,18,0,0
,Dominican Republic,6/28/20,5,0,0
,Panama,6/28/20,36,1,0
,Bulgaria,6/28/20,51,2,0
,Algeria,6/28/20,54,4,12
,Panama,6/28/20,69,1,0
Wisconsin,US,6/28/20,92,0,0
,San Marino,6/28/20,119,11,4
,Panama,6/28/20,137,1,0
,Kuwait,6/28/20,176,0,27
Arizona,US,6/29/20,1,0,1
,Saudi Arabia,6/29/20,1,0,0
,Lithuania,6/29/20,1,0,0
Northern Territory,Australia,6/29/20,1,0,0
Florida,US,6/29/20,2,0,0
Massachusetts,US,6/29/20,3,0,1
New York,US,6/29/20,4,0,0
Texas,US,6/29/20,6,0,0
Massachusetts,US,6/29/20,7,0,0
,Hungary,6/29/20,9,0,0
,Serbia,6/29/20,12,0,0
,Ecuador,6/29/20,17,0,0
,Egypt,6/29/20,80,2,27
,Argentina,6/29/20,34,2,1
,Panama,6/29/20,43,1,0
,Brunei,6/29/20,54,0,0
,Argentina,6/29/20,68,2,3
,Panama,6/29/20,86,1,0
Ohio,US,6/29/20,119,0,0
,Slovakia,6/29/20,137,1,0
,Serbia,6/29/20,171,1,1
From Diamond Princess,Australia,6/30/20,0,0,0
,Senegal,6/30/20,1,0,0
,Luxembourg,6/30/20,1,0,0
Tasmania,Australia,6/30/20,1,0,0
California,US,6/30/20,2,1,0
,Argentina,6/30/20,2,0,0
Western Australia,Australia,6/30/20,3,1,0
Massachusetts,US,6/30/20,6,0,0
California,US,6/30/20,7,1,0
,Latvia,6/30/20,8,0,1
,Azerbaijan,6/30/20,11,0,3
,South Africa,6/30/20,17,0,0
,Bolivia,6/30/20,3,0,0
Oregon,US,6/30/20,32,0,0
,Peru,6/30/20,43,0,0
,Colombia,6/30/20,54,0,0
Connecticut,US,6/30/20,68,0,0
Ohio,US,6/30/20,86,0,0
,Mexico,6/30/20,118,1,4
,Armenia,6/30/20,136,0,1
South Carolina,US,6/30/20,171,3,0
Texas,US,7/1/20,0,0,0
,Sri Lanka,7/1/20,1,0,1
Tibet,Mainland China,7/1/20,1,0,1
,Cambodia,7/1/20,1,0,1
Rhode Island,US,7/1/20,2,0,0
,Bosnia and Herzegovina,7/1/20,2,0,0
,Bosnia and Herzegovina,7/1/20,3,0,0
,Costa Rica,7/1/20,5,0,0
,Belarus,7/1/20,6,0,1
Iowa,US,7/1/20,8,0,0
,Brunei,7/1/20,11,0,0
Virginia,US,7/1/20,17,0,0
Manitoba,Canada,7/1/20,4,0,0
Tennessee,US,7/1/20,32,0,0
,Albania,7/1/20,42,1,0
Minnesota,US,7/1/20,54,0,0
,Bulgaria,7/1/20,67,2,0
Maryland,US,7/1/20,85,0,0
,Armenia,7/1/20,115,0,1
,Serbia,7/1/20,135,1,1
Hainan,China,7/1/20,168,6,161
Nebraska,US,7/2/20,0,0,0
Massachusetts,US,7/2/20,1,0,1
,Monaco,7/2/20,1,0,0
" Montreal, QC",Canada,7/2/20,1,0,0
California,US,7/2/20,2,0,0
" Montreal, QC",Canada,7/2/20,2,0,0
" Montreal, QC",Canada,7/2/20,3,0,0
,Dominican Republic,7/2/20,5,0,0
,Latvia,7/2/20,6,0,0
Maryland,US,7/2/20,8,0,0
,Peru,7/2/20,11,0,0
,Estonia,7/2/20,16,0,0
Saskatchewan,Canada,7/2/20,2,0,0
,Pakistan,7/2/20,31,0,2
,Mexico,7/2/20,41,0,4
,Mexico,7/2/20,53,0,4
Ohio,US,7/2/20,67,0,0
,Armenia,7/2/20,84,0,1
,Panama,7/2/20,109,1,0
,Taiwan*,7/2/20,135,2,26
,Bulgaria,7/2/20,163,3,3
California,US,7/3/20,0,0,0
New Hampshire,US,7/3/20,1,0,0
,Morocco,7/3/20,1,0,0
"London, ON",Canada,7/3/20,1,0,1
California,US,7/3/20,2,0,0
,Dominican Republic,7/3/20,2,0,0
,Malta,7/3/20,3,0,0
,French Guiana,7/3/20,5,0,0
,Pakistan,7/3/20,6,0,1
South Australia,Australia,7/3/20,7,0,2
Indiana,US,7/3/20,11,0,0
,Slovakia,7/3/20,16,0,0
,Indonesia,7/3/20,69,4,2
,Georgia,7/3/20,30,0,0
Alberta,Canada,7/3/20,39,0,0
Michigan,US,7/3/20,53,0,0
Virginia,US,7/3/20,67,2,0
,Serbia,7/3/20,83,0,1
,Taiwan*,7/3/20,108,1,26
Gansu,China,7/3/20,134,2,98
Nevada,US,7/3/20,161,2,0
Florida,US,7/4/20,1,0,0
,Nepal,7/4/20,1,0,1
,Chile,7/4/20,1,0,0
California,US,7/4/20,2,0,0
,Hungary,7/4/20,2,0,0
,North Macedonia,7/4/20,3,0,0
,New Zealand,7/4/20,5,0,0
Texas,US,7/4/20,6,0,0
Alberta,Canada,7/4/20,7,0,0
Macau,China,7/4/20,10,0,10
Iowa,US,7/4/20,16,0,0
,"Korea, South",7/4/20,7979,66,510
,Hungary,7/4/20,30,0,1
Oregon,US,7/4/20,36,1,0
,Armenia,7/4/20,52,0,0
Oregon,US,7/4/20,66,1,0
Michigan,US,7/4/20,83,0,0
Maryland,US,7/4/20,107,1,0
Shanxi,China,7/4/20,133,0,133
,Armenia,7/4/20,160,0,1
California,US,7/5/20,1,0,0
,New Zealand,7/5/20,1,0,0
,Dominican Republic,7/5/20,1,0,0
California,US,7/5/20,2,0,0
,Luxembourg,7/5/20,2,0,0
,Saint Barthelemy,7/5/20,3,0,0
Texas,US,7/5/20,5,0,0
Texas,US,7/5/20,6,0,0
,Mexico,7/5/20,7,0,4
,Latvia,7/5/20,10,0,1
,Peru,7/5/20,15,0,0
,Latvia,7/5/20,17,0,1
Alberta,Canada,7/5/20,29,0,0
Minnesota,US,7/5/20,35,0,0
,Bulgaria,7/5/20,52,2,0
,Vietnam,7/5/20,66,0,16
,Croatia,7/5/20,81,0,4
,Croatia,7/5/20,105,1,5
,Argentina,7/5/20,128,3,3
,Argentina,7/5/20,158,4,3
California,US,7/6/20,1,0,0
,Nigeria,7/6/20,1,0,0
,Faroe Islands,7/6/20,1,0,0
Oregon,US,7/6/20,2,0,0
,Morocco,7/6/20,2,0,0
California,US,7/6/20,3,0,0
New York,US,7/6/20,5,0,0
Massachusetts,US,7/6/20,6,0,0
,North Macedonia,7/6/20,7,0,0
,Slovakia,7/6/20,10,0,0
North Carolina,US,7/6/20,15,0,0
,Senegal,7/6/20,10,0,1
,Ecuador,7/6/20,28,2,0
,Colombia,7/6/20,34,0,0
Tennessee,US,7/6/20,52,0,0
,Colombia,7/6/20,65,0,1
,Argentina,7/6/20,79,2,3
,Serbia,7/6/20,103,0,1
,Colombia,7/6/20,128,0,1
Virginia,US,7/6/20,156,2,0
Wisconsin,US,7/7/20,1,0,0
,North Macedonia,7/7/20,1,0,0
,Gibraltar,7/7/20,1,0,0
,Afghanistan,7/7/20,1,0,0
Massachusetts,US,7/7/20,2,0,0
Colorado,US,7/7/20,3,0,0
California,US,7/7/20,5,1,0
,Dominican Republic,7/7/20,5,0,0
,Slovakia,7/7/20,7,0,0
District of Columbia,US,7/7/20,10,0,0
Nevada,US,7/7/20,14,0,0
,Ethiopia,7/7/20,1,0,0
,Belarus,7/7/20,27,0,3
Michigan,US,7/7/20,33,0,0
,Albania,7/7/20,51,1,0
,Croatia,7/7/20,65,0,4
Tennessee,US,7/7/20,79,0,0
,Colombia,7/7/20,102,0,1
,Croatia,7/7/20,128,1,5
,Taiwan*,7/7/20,153,2,28
New York,US,7/8/20,1,0,0
,Saudi Arabia,7/8/20,1,0,0
,Jordan,7/8/20,1,0,0
,Andorra,7/8/20,1,0,0
New Jersey,US,7/8/20,2,0,0
Texas,US,7/8/20,3,0,0
Washington,US,7/8/20,5,0,0
,French Guiana,7/8/20,5,0,0
,South Africa,7/8/20,7,0,0
South Carolina,US,7/8/20,10,0,0
,Hungary,7/8/20,13,0,0
,Sudan,7/8/20,1,1,0
Wisconsin,US,7/8/20,27,0,1
,Hungary,7/8/20,32,1,1
Quebec,Canada,7/8/20,50,0,0
,Serbia,7/8/20,65,0,1
Minnesota,US,7/8/20,77,0,0
Virginia,US,7/8/20,99,2,0
,Bulgaria,7/8/20,127,3,0
,United Arab Emirates,7/8/20,153,2,38
California,US,7/9/20,1,0,0
,Sri Lanka,7/9/20,1,0,1
,Latvia,7/9/20,1,0,0
,Argentina,7/9/20,1,0,0
Colorado,US,7/9/20,2,0,0
Georgia,US,7/9/20,3,0,0
,Afghanistan,7/9/20,4,0,0
,New Zealand,7/9/20,5,0,0
North Carolina,US,7/9/20,7,0,0
South Australia,Australia,7/9/20,9,0,2
Indiana,US,7/9/20,13,0,0
,Portugal,7/9/20,112,0,1
,Costa Rica,7/9/20,26,0,0
North Carolina,US,7/9/20,33,0,0
Ohio,US,7/9/20,50,0,0
Michigan,US,7/9/20,65,0,0
Virginia,US,7/9/20,77,2,0
,Argentina,7/9/20,97,3,3
Liaoning,China,7/9/20,126,2,122
Guizhou,China,7/9/20,146,2,144
California,US,7/10/20,1,0,0
Massachusetts,US,7/10/20,1,0,0
,Liechtenstein,7/10/20,1,0,0
,Armenia,7/10/20,1,0,0
Georgia,US,7/10/20,2,0,0
Arizona,US,7/10/20,3,0,1
,Bulgaria,7/10/20,4,0,0
Georgia,US,7/10/20,5,0,0
South Carolina,US,7/10/20,7,0,0
Western Australia,Australia,7/10/20,9,1,0
,Belarus,7/10/20,12,0,3
,Andorra,7/10/20,1,0,0
,Cyprus,7/10/20,26,0,0
Tennessee,US,7/10/20,39,0,0
Virginia,US,7/10/20,49,1,0
North Carolina,US,7/10/20,64,0,0
Xinjiang,China,7/10/20,76,3,73
Nevada,US,7/10/20,95,1,0
South Carolina,US,7/10/20,126,1,0
,San Marino,7/10/20,144,20,4
Texas,US,7/11/20,1,0,0
California,US,7/11/20,1,0,0
,Lithuania,7/11/20,1,0,0
Northern Territory,Australia,7/11/20,1,0,0
New Hampshire,US,7/11/20,2,0,0
Maryland,US,7/11/20,3,0,0
" Montreal, QC",Canada,7/11/20,4,0,0
Pennsylvania,US,7/11/20,5,0,0
Tennessee,US,7/11/20,7,0,0
,Belarus,7/11/20,9,0,3
,Mexico,7/11/20,12,0,4
,Guinea,7/11/20,1,0,0
,Latvia,7/11/20,26,0,1
Maryland,US,7/11/20,32,0,0
Diamond Princess,US,7/11/20,47,0,0
,South Africa,7/11/20,62,0,0
Inner Mongolia,China,7/11/20,75,1,73
,Bulgaria,7/11/20,94,3,0
Virginia,US,7/11/20,122,2,0
Mississippi,US,7/11/20,140,1,0
California,US,7/12/20,1,0,0
Massachusetts,US,7/12/20,1,0,1
,Luxembourg,7/12/20,1,0,0
Tasmania,Australia,7/12/20,1,0,0
Florida,US,7/12/20,2,0,0
California,US,7/12/20,3,0,0
,Maldives,7/12/20,4,0,0
Washington,US,7/12/20,5,0,0
Virginia,US,7/12/20,7,0,0
,Colombia,7/12/20,9,0,0
Maryland,US,7/12/20,12,0,0
,Antigua and Barbuda,7/12/20,1,0,0
,Mexico,7/12/20,26,0,4
,Georgia,7/12/20,33,0,0
Wisconsin,US,7/12/20,47,0,1
,Algeria,7/12/20,60,4,12
Ningxia,China,7/12/20,75,0,75
Jilin,China,7/12/20,93,1,92
Victoria,Australia,7/12/20,121,0,8
,Algeria,7/12/20,139,15,32
Florida,US,7/13/20,1,0,0
California,US,7/13/20,1,0,0
Tibet,Mainland China,7/13/20,1,0,1
,Cambodia,7/13/20,1,0,1
Arizona,US,7/13/20,2,0,0
Rhode Island,US,7/13/20,3,0,0
,Senegal,7/13/20,4,0,1
,Afghanistan,7/13/20,4,0,0
Western Australia,Australia,7/13/20,6,1,0
Arizona,US,7/13/20,9,0,1
South Carolina,US,7/13/20,12,0,0
,Belgium,7/13/20,559,3,1
Maryland,US,7/13/20,26,0,0
,Latvia,7/13/20,30,0,1
Nevada,US,7/13/20,45,1,0
Maryland,US,7/13/20,60,0,3
,Vietnam,7/13/20,75,0,16
Minnesota,US,7/13/20,89,0,0
Minnesota,US,7/13/20,115,0,0
Minnesota,US,7/13/20,138,1,0
California,US,7/14/20,1,0,0
California,US,7/14/20,1,0,0
,Monaco,7/14/20,1,0,0
"London, ON",Canada,7/14/20,1,0,1
Rhode Island,US,7/14/20,2,0,0
California,US,7/14/20,3,0,1
New Jersey,US,7/14/20,4,0,0
Western Australia,Australia,7/14/20,4,1,0
,Maldives,7/14/20,6,0,0
Maryland,US,7/14/20,9,0,0
,Azerbaijan,7/14/20,11,0,3
,Russia,7/14/20,45,0,3
Ohio,US,7/14/20,26,0,0
Ohio,US,7/14/20,37,0,0
Maryland,US,7/14/20,41,0,3
Minnesota,US,7/14/20,60,0,0
,Algeria,7/14/20,74,7,12
Oregon,US,7/14/20,88,3,0
Nevada,US,7/14/20,114,1,0
Tianjin,China,7/14/20,137,3,133
Arizona,US,7/15/20,1,0,1
Wisconsin,US,7/15/20,1,0,1
,Morocco,7/15/20,1,0,0
,Dominican Republic,7/15/20,1,0,0
California,US,7/15/20,2,0,0
Massachusetts,US,7/15/20,3,0,1
New Hampshire,US,7/15/20,4,0,0
,Bulgaria,7/15/20,4,0,0
Arizona,US,7/15/20,6,0,1
Tennessee,US,7/15/20,9,0,0
,Bosnia and Herzegovina,7/15/20,11,0,0
,India,7/15/20,82,2,4
Michigan,US,7/15/20,25,0,0
,Ecuador,7/15/20,28,2,0
,Hungary,7/15/20,39,1,1
,Ecuador,7/15/20,58,2,0
,Latvia,7/15/20,71,0,1
,Algeria,7/15/20,87,9,32
Oregon,US,7/15/20,114,3,0
Utah,US,7/15/20,136,0,0
Oregon,US,7/16/20,1,0,0
Arizona,US,7/16/20,1,0,0
,Nepal,7/16/20,1,0,1
,Faroe Islands,7/16/20,1,0,0
California,US,7/16/20,2,0,0
Oregon,US,7/16/20,3,0,0
Maryland,US,7/16/20,4,0,0
,Maldives,7/16/20,4,0,0
Indiana,US,7/16/20,6,0,0
Virginia,US,7/16/20,9,0,0
,Brunei,7/16/20,11,0,0
,Morocco,7/16/20,7,1,1
North Carolina,US,7/16/20,24,0,0
,Morocco,7/16/20,28,1,1
Oregon,US,7/16/20,39,1,0
,Brunei,7/16/20,56,0,0
North Carolina,US,7/16/20,70,0,0
,Latvia,7/16/20,86,0,1
,Latvia,7/16/20,111,0,1
Gansu,China,7/16/20,134,2,113
From Diamond Princess,Australia,7/17/20,0,0,0
New York,US,7/17/20,1,0,0
,Nigeria,7/17/20,1,0,0
,Gibraltar,7/17/20,1,0,0
California,US,7/17/20,2,0,0
,Dominican Republic,7/17/20,2,0,0
Pennsylvania,US,7/17/20,4,0,0
,Senegal,7/17/20,4,0,1
Kentucky,US,7/17/20,6,0,0
Quebec,Canada,7/17/20,8,0,0
,Panama,7/17/20,11,1,0
,Aruba,7/17/20,2,0,0
,Colombia,7/17/20,22,0,0
Wisconsin,US,7/17/20,32,0,1
Utah,US,7/17/20,39,0,0
Nevada,US,7/17/20,56,1,0
,Brunei,7/17/20,68,0,0
,Vietnam,7/17/20,85,0,16
Arkansas,US,7/17/20,96,0,0
Shanxi,China,7/17/20,133,0,133
Texas,US,7/18/20,0,0,0
California,US,7/18/20,1,0,0
,North Macedonia,7/18/20,1,0,0
,Jordan,7/18/20,1,0,0
California,US,7/18/20,2,0,0
,Luxembourg,7/18/20,2,0,0
Washington,US,7/18/20,4,0,0
New Jersey,US,7/18/20,4,0,0
,Afghanistan,7/18/20,5,0,0
,Maldives,7/18/20,8,0,0
Macau,China,7/18/20,10,0,10
Grand Princess,Canada,7/18/20,2,0,0
Connecticut,US,7/18/20,22,0,0
,Belarus,7/18/20,27,0,3
North Carolina,US,7/18/20,38,0,0
,Albania,7/18/20,55,1,0
Connecticut,US,7/18/20,68,0,0
South Carolina,US,7/18/20,81,1,0
,Uruguay,7/18/20,94,0,0
Alabama,US,7/18/20,131,0,0
Nebraska,US,7/19/20,0,0,0
California,US,7/19/20,1,0,0
,Poland,7/19/20,1,0,0
,Latvia,7/19/20,1,0,0
Colorado,US,7/19/20,2,0,0
,Martinique,7/19/20,2,0,0
Western Australia,Australia,7/19/20,3,1,0
New Hampshire,US,7/19/20,4,0,0
,Bosnia and Herzegovina,7/19/20,5,0,0
,Mexico,7/19/20,8,0,4
,Latvia,7/19/20,10,0,1
,Argentina,7/19/20,31,2,0
Grand Princess,US,7/19/20,21,0,0
,Costa Rica,7/19/20,27,0,0
,Ecuador,7/19/20,37,2,0
Utah,US,7/19/20,51,0,0
Oregon,US,7/19/20,68,2,0
Utah,US,7/19/20,80,0,0
Jilin,China,7/19/20,93,1,92
Indiana,US,7/19/20,128,4,0
California,US,7/20/20,0,0,0
Texas,US,7/20/20,1,0,0
,Saudi Arabia,7/20/20,1,0,0
,Liechtenstein,7/20/20,1,0,0
Oregon,US,7/20/20,2,0,0
,Morocco,7/20/20,2,0,0
,Bangladesh,7/20/20,3,0,0
South Carolina,US,7/20/20,4,0,0
,Dominican Republic,7/20/20,5,0,0
,Panama,7/20/20,8,1,0
District of Columbia,US,7/20/20,10,0,0
,Chile,7/20/20,43,0,0
Minnesota,US,7/20/20,21,0,0
,Cyprus,7/20/20,26,0,0
,Belarus,7/20/20,36,0,3
,Hungary,7/20/20,50,1,2
,Albania,7/20/20,59,2,0
,Uruguay,7/20/20,79,0,0
,Vietnam,7/20/20,91,0,16
Liaoning,China,7/20/20,126,2,122
Florida,US,7/21/20,1,0,0
,Sri Lanka,7/21/20,1,0,1
,Lithuania,7/21/20,1,0,0
,Afghanistan,7/21/20,1,0,0
Massachusetts,US,7/21/20,2,0,0
,Bosnia and Herzegovina,7/21/20,3,0,0
Maryland,US,7/21/20,4,0,0
,French Guiana,7/21/20,5,0,0
Kentucky,US,7/21/20,8,0,0
Kentucky,US,7/21/20,10,0,0
,Jordan,7/21/20,1,0,1
Nevada,US,7/21/20,21,0,0
Quebec,Canada,7/21/20,24,0,0
,Costa Rica,7/21/20,35,0,0
,Latvia,7/21/20,49,0,1
Faroe Islands,Denmark,7/21/20,58,0,0
Alabama,US,7/21/20,78,0,0
,Algeria,7/21/20,90,11,32
,Latvia,7/21/20,124,0,1
California,US,7/22/20,1,0,0
,Tunisia,7/22/20,1,0,0
,Luxembourg,7/22/20,1,0,0
,Andorra,7/22/20,1,0,0
California,US,7/22/20,2,0,0
"Edmonton, Alberta",Canada,7/22/20,3,0,0
California,US,7/22/20,4,0,0
,Luxembourg,7/22/20,5,0,0
South Dakota,US,7/22/20,8,1,0
Nebraska,US,7/22/20,10,0,0
,Kenya,7/22/20,1,0,0
Rhode Island,US,7/22/20,20,0,0
Connecticut,US,7/22/20,24,0,0
,Latvia,7/22/20,34,0,1
Faroe Islands,Denmark,7/22/20,47,0,0
,Hungary,7/22/20,58,1,2
Xinjiang,China,7/22/20,76,3,73
,Bosnia and Herzegovina,7/22/20,89,0,2
Arkansas,US,7/22/20,122,0,0
Arizona,US,7/23/20,1,0,1
Massachusetts,US,7/23/20,1,0,0
Tibet,Mainland China,7/23/20,1,0,1
,Armenia,7/23/20,1,0,0
Florida,US,7/23/20,2,0,0
,Luxembourg,7/23/20,3,0,0
Washington,US,7/23/20,4,0,0
,Malta,7/23/20,5,0,0
,Afghanistan,7/23/20,7,0,0
South Australia,Australia,7/23/20,9,0,2
Saint Barthelemy,France,7/23/20,1,0,0
South Australia,Australia,7/23/20,19,0,3
Utah,US,7/23/20,28,0,0
,Cyprus,7/23/20,33,0,0
,Turkey,7/23/20,47,1,0
Nevada,US,7/23/20,55,1,0
,Brunei,7/23/20,75,0,0
,Costa Rica,7/23/20,89,1,0
Arizona,US,7/23/20,118,1,0
Oregon,US,7/24/20,1,0,0
California,US,7/24/20,1,0,0
,Monaco,7/24/20,1,0,0
Tasmania,Australia,7/24/20,1,0,0
Colorado,US,7/24/20,2,0,0
,Malta,7/24/20,3,0,0
New York,US,7/24/20,4,0,0
,New Zealand,7/24/20,5,0,0
,Bosnia and Herzegovina,7/24/20,7,0,0
Western Australia,Australia,7/24/20,9,1,0
St Martin,France,7/24/20,2,0,0
,Oman,7/24/20,19,0,9
,Armenia,7/24/20,26,0,0
,Georgia,7/24/20,33,0,1
Diamond Princess,US,7/24/20,47,0,0
,Jordan,7/24/20,52,0,1
Inner Mongolia,China,7/24/20,75,1,74
Indiana,US,7/24/20,86,2,0
,Costa Rica,7/24/20,117,2,2
North Carolina,US,7/25/20,1,0,0
Massachusetts,US,7/25/20,1,0,1
,Nepal,7/25/20,1,0,1
,Bhutan,7/25/20,1,0,0
Connecticut,US,7/25/20,2,0,0
,North Macedonia,7/25/20,3,0,0
,Bangladesh,7/25/20,3,0,0
,Serbia,7/25/20,5,0,0
,Bulgaria,7/25/20,7,1,0
Quebec,Canada,7/25/20,9,0,0
,Poland,7/25/20,68,2,0
South Carolina,US,7/25/20,19,0,0
,Bosnia and Herzegovina,7/25/20,24,0,0
South Carolina,US,7/25/20,33,1,0
South Carolina,US,7/25/20,47,1,0
,Belarus,7/25/20,51,0,5
Ningxia,China,7/25/20,75,0,75
,Hungary,7/25/20,85,3,2
Oregon,US,7/25/20,114,5,0
New York,US,7/26/20,1,0,0
California,US,7/26/20,1,0,0
,Nigeria,7/26/20,1,0,0
,Cambodia,7/26/20,1,0,1
Georgia,US,7/26/20,2,0,0
,Saint Barthelemy,7/26/20,3,0,0
,Bosnia and Herzegovina,7/26/20,3,0,0
,Tunisia,7/26/20,5,0,0
,Luxembourg,7/26/20,7,0,0
,Colombia,7/26/20,9,0,0
Faroe Islands,Denmark,7/26/20,3,0,0
,Armenia,7/26/20,18,0,0
,Malta,7/26/20,21,0,1
,Malta,7/26/20,30,0,2
,Cyprus,7/26/20,46,0,0
,Sri Lanka,7/26/20,51,0,1
,Hungary,7/26/20,73,1,2
,Jordan,7/26/20,85,0,1
,Dominican Republic,7/26/20,112,2,0
,Ukraine,7/27/20,1,0,0
California,US,7/27/20,1,0,0
,North Macedonia,7/27/20,1,0,0
,Cameroon,7/27/20,1,0,0
New Hampshire,US,7/27/20,2,0,0
,Slovakia,7/27/20,3,0,0
Quebec,Canada,7/27/20,3,0,0
District of Columbia,US,7/27/20,5,0,0
,North Macedonia,7/27/20,7,0,0
Arizona,US,7/27/20,9,0,1
Gibraltar,United Kingdom,7/27/20,1,0,1
,Bosnia and Herzegovina,7/27/20,18,0,0
Grand Princess,US,7/27/20,21,0,0
Connecticut,US,7/27/20,30,0,0
,Sri Lanka,7/27/20,44,0,1
Utah,US,7/27/20,51,0,0
Faroe Islands,Denmark,7/27/20,72,0,0
Alabama,US,7/27/20,83,0,0
,Uruguay,7/27/20,110,0,0
From Diamond Princess,Australia,7/28/20,0,0,0
Wisconsin,US,7/28/20,1,0,1
,Poland,7/28/20,1,0,0
"Calgary, Alberta",Canada,7/28/20,1,0,0
Florida,US,7/28/20,2,0,0
,South Africa,7/28/20,3,0,0
,Luxembourg,7/28/20,3,0,0
,Bulgaria,7/28/20,4,0,0
,Tunisia,7/28/20,7,0,0
Minnesota,US,7/28/20,9,0,0
,Hungary,7/28/20,19,0,0
Qinghai,China,7/28/20,18,0,18
Nevada,US,7/28/20,24,0,0
South Australia,Australia,7/28/20,29,0,3
,Costa Rica,7/28/20,41,0,0
,Costa Rica,7/28/20,50,0,0
,Costa Rica,7/28/20,69,1,0
Faroe Islands,Denmark,7/28/20,80,0,0
,Hungary,7/28/20,103,4,7
Texas,US,7/29/20,0,0,0
Arizona,US,7/29/20,1,0,0
,South Africa,7/29/20,1,0,0
"London, ON",Canada,7/29/20,1,0,1
Florida,US,7/29/20,2,0,0
Colorado,US,7/29/20,3,0,0
,Malta,7/29/20,3,0,0
Quebec,Canada,7/29/20,4,0,0
Nevada,US,7/29/20,7,0,0
,Maldives,7/29/20,8,0,0
Northern Territory,Australia,7/29/20,1,0,0
,Malta,7/29/20,18,0,1
South Australia,Australia,7/29/20,20,0,3
,Morocco,7/29/20,29,1,1
,Andorra,7/29/20,39,0,1
,Uruguay,7/29/20,50,0,0
,Jordan,7/29/20,69,0,1
Mississippi,US,7/29/20,80,1,0
,Morocco,7/29/20,96,3,3
Nebraska,US,7/30/20,0,0,0
New York,US,7/30/20,1,0,0
,Sri Lanka,7/30/20,1,0,1
,Colombia,7/30/20,1,0,0
Arizona,US,7/30/20,2,0,0
Georgia,US,7/30/20,3,0,0
,North Macedonia,7/30/20,3,0,0
,Senegal,7/30/20,4,0,1
North Carolina,US,7/30/20,7,0,0
South Dakota,US,7/30/20,8,1,0
Alabama,US,7/30/20,5,0,0
,Tunisia,7/30/20,18,0,0
,Oman,7/30/20,22,0,9
Alabama,US,7/30/20,29,0,0
Alabama,US,7/30/20,39,0,0
,Cyprus,7/30/20,49,0,0
,Cyprus,7/30/20,67,0,0
,Brunei,7/30/20,78,0,1
,Vietnam,7/30/20,94,0,17
California,US,7/31/20,0,0,0
Texas,US,7/31/20,1,0,0
,Tunisia,7/31/20,1,0,0
,Costa Rica,7/31/20,1,0,0
New York,US,7/31/20,2,0,0
Arizona,US,7/31/20,3,0,1
,Slovakia,7/31/20,3,0,0
Nevada,US,7/31/20,4,0,0
,Cyprus,7/31/20,6,0,0
Wisconsin,US,7/31/20,8,0,1
,Slovenia,7/31/20,141,0,0
Western Australia,Australia,7/31/20,17,1,0
Indiana,US,7/31/20,20,0,0
Western Australia,Australia,7/31/20,28,1,0
,Malta,7/31/20,38,0,2
,Morocco,7/31/20,49,2,1
,Albania,7/31/20,64,2,0
Arizona,US,7/31/20,78,0,0
,Bosnia and Herzegovina,7/31/20,93,1,2
Florida,US,8/1/20,1,0,0
Massachusetts,US,8/1/20,1,0,0
,Faroe Islands,8/1/20,1,0,0
California,US,8/1/20,2,0,0
California,US,8/1/20,3,0,0
,South Africa,8/1/20,3,0,0
New Hampshire,US,8/1/20,4,0,0
,Malta,8/1/20,6,0,0
,Afghanistan,8/1/20,7,0,0
,Finland,8/1/20,155,0,1
Quebec,Canada,8/1/20,17,0,0
Rhode Island,US,8/1/20,20,0,0
,Sri Lanka,8/1/20,28,0,1
,Morocco,8/1/20,38,2,1
Diamond Princess,US,8/1/20,47,0,0
,Bosnia and Herzegovina,8/1/20,63,0,2
Utah,US,8/1/20,78,0,0
Jilin,China,8/1/20,93,1,92
California,US,8/2/20,1,0,0
California,US,8/2/20,1,0,0
,Gibraltar,8/2/20,1,0,0
California,US,8/2/20,2,0,0
Rhode Island,US,8/2/20,3,0,0
Florida,US,8/2/20,3,0,0
,Bangladesh,8/2/20,3,0,0
Louisiana,US,8/2/20,6,0,0
,Bulgaria,8/2/20,7,1,0
,South Africa,8/2/20,24,0,0
,Morocco,8/2/20,17,1,1
South Carolina,US,8/2/20,28,0,0
,Bosnia and Herzegovina,8/2/20,25,0,0
,Belarus,8/2/20,36,0,3
South Carolina,US,8/2/20,47,1,0
,Morocco,8/2/20,63,2,1
,Morocco,8/2/20,77,3,1
Faroe Islands,Denmark,8/2/20,92,0,0
Arizona,US,8/3/20,1,0,1
Massachusetts,US,8/3/20,1,0,1
,Jordan,8/3/20,1,0,0
California,US,8/3/20,2,0,0
California,US,8/3/20,3,0,1
